xeid,date,time,score,h1,h2,win,tie,los,result,usable,team1,team2,h11,h12,h21,h22,t1,t2
8faGQcRt,2021-10-12,18:45,1:2,1:2,0:0,2.62,3.05,2.96,2.0,True,Slovenia,Russia,1.0,2.0,0.0,0.0,1.0,2.0
0E5Cpb1F,2021-10-12,16:00,2:2,1:0,1:2,1.98,3.07,4.57,1.0,True,Cyprus,Malta,1.0,0.0,1.0,2.0,2.0,2.0
x44zGC3D,2021-10-12,16:00,2:0,1:0,1:0,1.01,18.01,48.1,0.0,True,Burkina Faso,Djibouti,1.0,0.0,1.0,0.0,2.0,0.0
hYu2euNM,2021-10-12,16:00,2:1,1:1,1:0,1.33,4.67,9.45,0.0,True,Ivory Coast,Malawi,1.0,1.0,1.0,0.0,2.0,1.0
r3z5pzWI,2021-10-11,13:00,2:0,0:0,2:0,2.11,3.02,3.79,0.0,True,Gabon,Angola,0.0,0.0,2.0,0.0,2.0,0.0
vVybdL7G,2021-10-11,13:00,0:1,0:0,0:1,8.67,3.85,1.44,2.0,True,Mozambique,Cameroon,0.0,0.0,0.0,1.0,0.0,1.0
6kqth7Vu,2021-10-11,00:00,2:0,0:0,2:0,1.84,3.29,4.9,0.0,True,Chile,Paraguay ,0.0,0.0,2.0,0.0,2.0,0.0
rujsXNaU,2021-10-11,23:30,3:0,2:0,1:0,1.61,3.59,6.5,0.0,True,Argentina,Uruguay ,2.0,0.0,1.0,0.0,3.0,0.0
rapRUhAf,2021-10-11,23:00,3:0,1:0,2:0,1.15,7.66,16.71,0.0,True,Mexico,Honduras,1.0,0.0,2.0,0.0,3.0,0.0
MkqVTCP0,2021-10-11,22:00,2:1,0:1,2:0,1.67,3.29,6.3,0.0,True,Costa Rica,El Salvador,0.0,1.0,2.0,0.0,2.0,1.0
zZpNVYfl,2021-10-11,22:00,0:0,0:0,0:0,5.12,3.14,1.82,1.0,True,Jamaica,Canada,0.0,0.0,0.0,0.0,0.0,0.0
4EYZSWv7,2021-10-11,22:00,1:0,0:0,1:0,3.89,3.13,2.07,0.0,True,Panama,USA,0.0,0.0,1.0,0.0,1.0,0.0
dOmVZPFB,2021-10-11,21:00,0:0,0:0,0:0,4.41,3.1,1.99,1.0,True,Colombia,Brazil ,0.0,0.0,0.0,0.0,0.0,0.0
ARiZYqVH,2021-10-11,20:30,2:1,1:1,1:0,3.94,3.07,2.11,0.0,True,Venezuela,Ecuador ,1.0,1.0,1.0,0.0,2.0,1.0
4liwY3pO,2021-10-11,20:00,1:0,0:0,1:0,2.5,3.12,3.0,0.0,True,Bolivia,Peru ,0.0,0.0,1.0,0.0,1.0,0.0
ObVPzmut,2021-10-11,19:00,0:0,0:0,0:0,10.21,4.37,1.35,1.0,True,Mauritania,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0
pn1JpO84,2021-10-11,16:00,1:0,0:0,1:0,1.47,3.84,7.53,0.0,True,Cape Verde,Liberia,0.0,0.0,1.0,0.0,1.0,0.0
2qkYXask,2021-10-11,16:00,1:0,1:0,0:0,4.53,3.16,1.88,0.0,True,Madagascar,D.R. Congo,1.0,0.0,0.0,0.0,1.0,0.0
x2ZTZ6fn,2021-10-11,16:00,1:1,0:0,1:1,1.71,3.41,5.19,1.0,True,Zambia,Equatorial Guinea,0.0,0.0,1.0,1.0,1.0,1.0
GngxXJde,2021-10-10,13:00,0:1,0:1,0:0,1.59,3.48,6.56,2.0,True,Benin,Tanzania,0.0,1.0,0.0,0.0,0.0,1.0
n1rGo4gb,2021-10-10,13:00,0:2,0:2,0:0,13.4,5.29,1.24,2.0,True,Central Africa,Nigeria,0.0,2.0,0.0,0.0,0.0,2.0
naT9motq,2021-10-10,13:00,0:1,0:0,0:1,4.97,3.28,1.78,2.0,True,Kenya,Mali,0.0,0.0,0.0,1.0,0.0,1.0
02XDn5ek,2021-10-10,13:00,1:0,1:0,0:0,1.56,3.41,7.57,0.0,True,Uganda,Rwanda,1.0,0.0,0.0,0.0,1.0,0.0
CtXQwVDA,2021-10-10,19:00,0:3,0:2,0:1,19.23,7.14,1.14,2.0,True,Guinea Bissau,Morocco,0.0,2.0,0.0,1.0,0.0,3.0
GQLSUZUu,2021-10-10,19:00,4:1,2:0,2:1,1.16,6.4,21.6,0.0,True,Senegal,Namibia,2.0,0.0,2.0,1.0,4.0,1.0
8z3xkY9b,2021-10-10,18:45,0:5,0:2,0:3,57.18,23.63,1.01,2.0,True,Andorra,England,0.0,2.0,0.0,3.0,0.0,5.0
pfPvl1rl,2021-10-10,18:45,0:2,0:1,0:1,14.28,6.19,1.22,2.0,True,Faroe Islands,Austria,0.0,1.0,0.0,1.0,0.0,2.0
QZDBjWSC,2021-10-10,18:45,0:1,0:0,0:1,2.33,2.93,3.59,2.0,True,Hungary,Albania ,0.0,0.0,0.0,1.0,0.0,1.0
IquGrilI,2021-10-10,18:45,0:1,0:0,0:1,9.13,5.05,1.35,2.0,True,Luxembourg,Serbia,0.0,0.0,0.0,1.0,0.0,1.0
Wnq4f35K,2021-10-10,18:45,0:4,0:4,0:0,31.87,10.01,1.09,2.0,True,Moldova,Denmark,0.0,4.0,0.0,0.0,0.0,4.0
OMH5ekkL,2021-10-10,18:45,2:0,1:0,1:0,1.35,4.77,10.26,0.0,True,Switzerland,Northern Ireland,1.0,0.0,1.0,0.0,2.0,0.0
OKpWlSAi,2021-10-10,16:00,0:3,0:2,0:1,3.79,2.97,2.23,2.0,True,Azerbaijan,Ireland,0.0,2.0,0.0,1.0,0.0,3.0
AFHHJbXu,2021-10-10,16:00,1:2,1:2,0:0,3.41,3.05,2.35,2.0,True,Finland,Ukraine,1.0,2.0,0.0,0.0,1.0,2.0
vZs2yUck,2021-10-10,16:00,0:2,0:0,0:2,3.89,3.01,2.18,2.0,True,Georgia,Greece,0.0,0.0,0.0,2.0,0.0,2.0
r91H6cy1,2021-10-10,16:00,3:2,1:2,2:0,1.79,3.59,4.75,0.0,True,Scotland,Israel,1.0,2.0,2.0,0.0,3.0,2.0
jyINvrmp,2021-10-10,16:00,3:0,1:0,2:0,1.36,4.83,9.58,0.0,True,Sweden,Kosovo,1.0,0.0,2.0,0.0,3.0,0.0
4YCybg0I,2021-10-10,16:00,3:1,1:0,2:1,1.33,4.57,10.05,0.0,True,Ghana,Zimbabwe,1.0,0.0,2.0,1.0,3.0,1.0
fHKWTgpn,2021-10-10,16:00,1:1,0:1,1:0,2.58,2.98,2.89,1.0,True,Togo,Congo,0.0,1.0,1.0,0.0,1.0,1.0
GI7xFznB,2021-10-09,13:00,0:2,0:1,0:1,4.58,3.56,1.81,2.0,True,Kazakhstan,Bosnia & Herzegovina,0.0,1.0,0.0,1.0,0.0,2.0
QBsK0pR0,2021-10-09,13:00,3:1,1:0,2:1,3.58,3.12,2.25,0.0,True,Lithuania,Bulgaria,1.0,0.0,2.0,1.0,3.0,1.0
rPBucDFO,2021-10-09,13:00,1:3,0:1,1:2,3.18,2.73,2.59,2.0,True,Ethiopia,South Africa,0.0,1.0,1.0,2.0,1.0,3.0
OGzVxkTG,2021-10-09,13:00,2:2,0:0,2:2,1.74,3.46,4.91,1.0,True,Guinea,Sudan,0.0,0.0,2.0,2.0,2.0,2.0
jm2OIEJf,2021-10-09,19:00,6:1,1:0,5:1,1.07,10.62,26.69,0.0,True,Algeria,Niger,1.0,0.0,5.0,1.0,6.0,1.0
Uw1SHYY0,2021-10-09,19:00,0:4,0:1,0:3,36.56,16.42,1.02,2.0,True,Djibouti,Burkina Faso,0.0,1.0,0.0,3.0,0.0,4.0
bFYhmxn0,2021-10-09,19:00,1:0,0:0,1:0,1.58,3.49,6.92,0.0,True,Egypt,Libya,0.0,0.0,1.0,0.0,1.0,0.0
SOkiwGgk,2021-10-09,18:45,0:3,0:1,0:2,14.69,6.36,1.21,2.0,True,Cyprus,Croatia,0.0,1.0,0.0,2.0,0.0,3.0
GdvmLB8p,2021-10-09,18:45,2:2,1:1,1:1,1.78,3.37,5.34,1.0,True,Czech Republic,Wales,1.0,1.0,1.0,1.0,2.0,2.0
SjYptDpA,2021-10-09,18:45,2:0,0:0,2:0,2.64,3.04,2.98,0.0,True,Estonia,Belarus,0.0,0.0,2.0,0.0,2.0,0.0
IT0cEZKJ,2021-10-09,18:45,2:1,0:1,2:0,1.11,10.76,21.33,0.0,True,Germany,Romania,0.0,1.0,2.0,0.0,2.0,1.0
bqGZBwej,2021-10-09,18:45,0:3,0:2,0:1,19.46,8.44,1.14,2.0,True,Gibraltar,Montenegro,0.0,2.0,0.0,1.0,0.0,3.0
jBMxEuqR,2021-10-09,18:45,1:1,0:1,1:0,2.34,3.22,3.23,1.0,True,Iceland,Armenia,0.0,1.0,1.0,0.0,1.0,1.0
Q1A0a0Bp,2021-10-09,18:45,0:1,0:1,0:0,31.84,12.4,1.07,2.0,True,Latvia,Netherlands,0.0,1.0,0.0,0.0,0.0,1.0
xWrMzxjs,2021-10-09,18:45,0:4,0:1,0:3,22.35,7.65,1.14,2.0,True,Liechtenstein,North Macedonia,0.0,1.0,0.0,3.0,0.0,4.0
xziXMFQ5,2021-10-09,18:45,0:4,0:1,0:3,6.52,3.45,1.65,2.0,True,Malta,Slovenia,0.0,1.0,0.0,3.0,0.0,4.0
0xlayfO1,2021-10-09,18:45,1:0,1:0,0:0,1.9,3.38,4.42,0.0,True,Russia,Slovakia,1.0,0.0,0.0,0.0,1.0,0.0
bmYl4kcC,2021-10-09,18:45,1:1,1:1,0:0,2.45,3.35,3.01,1.0,True,Turkey,Norway,1.0,1.0,0.0,0.0,1.0,1.0
x6Xdnd16,2021-10-09,16:00,3:1,1:0,2:1,2.7,2.7,3.04,0.0,True,Angola,Gabon,1.0,0.0,2.0,1.0,3.0,1.0
6Hwjbsw4,2021-10-09,16:00,3:1,1:0,2:1,1.3,4.86,10.44,0.0,True,Cameroon,Mozambique,1.0,0.0,2.0,1.0,3.0,1.0
p8xfc1hA,2021-10-08,13:00,0:3,0:1,0:2,6.99,3.57,1.55,2.0,True,Malawi,Ivory Coast,0.0,1.0,0.0,2.0,0.0,3.0
j19jyeXQ,2021-10-08,02:05,1:0,1:0,0:0,2.96,2.77,2.75,0.0,True,El Salvador,Panama,1.0,0.0,0.0,0.0,1.0,0.0
ry6rwH2E,2021-10-08,01:40,1:1,1:1,0:0,1.55,3.97,6.1,1.0,True,Mexico,Canada,1.0,1.0,0.0,0.0,1.0,1.0
t8gcfice,2021-10-08,01:00,2:0,1:0,1:0,2.69,3.05,2.83,0.0,True,Peru,Chile,1.0,0.0,1.0,0.0,2.0,0.0
jwylHE48,2021-10-08,00:30,3:0,3:0,0:0,1.18,6.86,16.64,0.0,True,Ecuador,Bolivia,3.0,0.0,0.0,0.0,3.0,0.0
xb5nxyIK,2021-10-08,00:05,0:0,0:0,0:0,2.48,2.86,3.24,1.0,True,Honduras,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0
drnJWEur,2021-10-08,23:45,2:0,0:0,2:0,1.32,4.96,9.7,0.0,True,USA,Jamaica,0.0,0.0,2.0,0.0,2.0,0.0
OWr2gBC1,2021-10-08,23:30,1:3,1:0,0:3,11.35,4.88,1.31,2.0,True,Venezuela,Brazil,1.0,0.0,0.0,3.0,1.0,3.0
2Ns6hVR7,2021-10-08,23:00,0:0,0:0,0:0,6.41,3.56,1.63,1.0,True,Paraguay,Argentina,0.0,0.0,0.0,0.0,0.0,0.0
UXkgeXsk,2021-10-08,23:00,0:0,0:0,0:0,2.02,3.04,4.37,1.0,True,Uruguay,Colombia,0.0,0.0,0.0,0.0,0.0,0.0
jTsvg7IL,2021-10-08,19:00,5:0,4:0,1:0,1.62,3.32,6.61,0.0,True,Mali,Kenya,4.0,0.0,1.0,0.0,5.0,0.0
YVJETVXC,2021-10-08,19:00,3:0,2:0,1:0,1.21,5.97,13.49,0.0,True,Tunisia,Mauritania,2.0,0.0,1.0,0.0,3.0,0.0
EidsVEIq,2021-10-08,18:30,3:1,1:1,2:0,1.34,4.68,10.2,0.0,True,Australia,Oman ,1.0,1.0,2.0,0.0,3.0,1.0
08fkThmd,2021-10-08,17:00,3:2,0:0,3:2,1.64,3.71,5.48,0.0,True,China,Vietnam ,0.0,0.0,3.0,2.0,3.0,2.0
MHeoUYXk,2021-10-08,17:00,1:0,0:0,1:0,4.44,3.29,1.88,0.0,True,Saudi Arabia,Japan,0.0,0.0,1.0,0.0,1.0,0.0
l87POIvD,2021-10-08,16:45,0:1,0:0,0:1,5.6,3.55,1.66,2.0,True,United Arab Emirates,Iran,0.0,0.0,0.0,1.0,0.0,1.0
CMIISkmJ,2021-10-08,16:00,2:0,1:0,1:0,3.04,2.8,2.6,0.0,True,Equatorial Guinea,Zambia,1.0,0.0,1.0,0.0,2.0,0.0
Emp8mQOo,2021-10-08,16:00,0:1,0:0,0:1,1.09,9.03,22.71,2.0,True,Nigeria,Central Africa,0.0,0.0,0.0,1.0,0.0,1.0
UJtrhRXR,2021-10-08,16:00,0:1,0:1,0:0,3.19,2.51,2.8,2.0,True,Rwanda,Uganda,0.0,1.0,0.0,0.0,0.0,1.0
Sb6TNxfJ,2021-10-07,14:30,0:0,0:0,0:0,1.65,3.52,6.71,1.0,True,Iraq,Lebanon ,0.0,0.0,0.0,0.0,0.0,0.0
6D32wMJR,2021-10-07,13:00,2:0,1:0,1:0,1.47,3.8,7.63,0.0,True,D.R. Congo,Madagascar,1.0,0.0,1.0,0.0,2.0,0.0
hvqCnpvh,2021-10-07,13:00,1:2,1:0,0:2,3.96,2.97,2.08,2.0,True,Liberia,Cape Verde,1.0,0.0,0.0,2.0,1.0,2.0
8MkUYuSr,2021-10-07,13:00,0:1,0:0,0:1,2.84,2.8,2.78,2.0,True,Tanzania,Benin,0.0,0.0,0.0,1.0,0.0,1.0
WWCKPbP6,2021-10-07,11:00,2:1,0:0,2:1,1.3,4.96,10.87,0.0,True,South Korea,Syria,0.0,0.0,2.0,1.0,2.0,1.0
vTYIuiqb,2021-10-07,19:00,5:0,2:0,3:0,1.13,7.93,17.92,0.0,True,Morocco,Guinea Bissau,2.0,0.0,3.0,0.0,5.0,0.0
IJXMvBb4,2021-10-07,16:00,1:1,0:0,1:1,5.72,3.35,1.68,1.0,True,Sudan,Guinea,0.0,0.0,1.0,1.0,1.0,1.0
GQ9I1Z4L,2021-09-10,00:30,2:0,2:0,0:0,1.31,5.08,11.02,0.0,True,Brazil,Peru,2.0,0.0,0.0,0.0,2.0,0.0
zBjkdDSr,2021-09-10,23:30,3:0,1:0,2:0,1.05,13.24,32.38,0.0,True,Argentina,Bolivia,1.0,0.0,2.0,0.0,3.0,0.0
xzBE2FkF,2021-09-10,23:00,3:1,2:0,1:1,1.97,3.08,4.52,0.0,True,Colombia,Chile,2.0,0.0,1.0,1.0,3.0,1.0
Y14N0gKR,2021-09-10,22:30,2:1,1:0,1:1,1.71,3.48,5.46,0.0,True,Paraguay,Venezuela,1.0,0.0,1.0,1.0,2.0,1.0
rDBA3ez9,2021-09-10,22:30,1:0,0:0,1:0,1.71,3.36,6.02,0.0,True,Uruguay,Ecuador,0.0,0.0,1.0,0.0,1.0,0.0
lxPiGge1,2021-09-09,02:30,1:4,1:0,0:4,5.34,3.28,1.75,2.0,True,Honduras,USA,1.0,0.0,0.0,4.0,1.0,4.0
4p7vvcm8,2021-09-09,01:00,1:1,1:0,0:1,1.56,3.63,6.89,1.0,True,Costa Rica,Jamaica,1.0,0.0,0.0,1.0,1.0,1.0
SSNeFDA7,2021-09-09,00:05,1:1,1:0,0:1,6.18,3.49,1.63,1.0,True,Panama,Mexico,1.0,0.0,0.0,1.0,1.0,1.0
fFPmHZue,2021-09-09,23:30,3:0,2:0,1:0,1.53,3.79,6.98,0.0,True,Canada,El Salvador,2.0,0.0,1.0,0.0,3.0,0.0
MqUJWjfU,2021-09-09,18:45,5:0,1:0,4:0,1.02,19.39,66.01,0.0,True,Albania,San Marino,1.0,0.0,4.0,0.0,5.0,0.0
pEmHQXpN,2021-09-09,18:45,0:1,0:1,0:0,21.32,8.68,1.13,2.0,True,Belarus,Belgium ,0.0,1.0,0.0,0.0,0.0,1.0
pIwTsWKL,2021-09-09,18:45,2:1,0:0,2:1,3.23,2.96,2.51,0.0,True,Greece,Sweden,0.0,0.0,2.0,1.0,2.0,1.0
xdS7ZhAB,2021-09-09,18:45,2:1,2:0,0:1,1.13,8.78,20.85,0.0,True,Hungary,Andorra,2.0,0.0,0.0,1.0,2.0,1.0
hvq8TKrE,2021-09-09,18:45,0:4,0:2,0:2,16.3,8.09,1.16,2.0,True,Iceland,Germany,0.0,2.0,0.0,2.0,0.0,4.0
AJD1dVZE,2021-09-09,18:45,5:0,4:0,1:0,1.04,16.7,47.77,0.0,True,Italy,Lithuania,4.0,0.0,1.0,0.0,5.0,0.0
StqOrC5F,2021-09-09,18:45,0:2,0:1,0:1,15.7,6.84,1.19,2.0,True,Kosovo,Spain,0.0,1.0,0.0,1.0,0.0,2.0
xWMjLdjf,2021-09-09,18:45,0:0,0:0,0:0,2.52,3.15,3.0,1.0,True,North Macedonia,Romania,0.0,0.0,0.0,0.0,0.0,0.0
dj4y98JK,2021-09-09,18:45,0:0,0:0,0:0,5.86,3.79,1.63,1.0,True,Northern Ireland,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0
MJ0QizQu,2021-09-09,18:45,1:1,0:0,1:1,6.04,3.53,1.68,1.0,True,Poland,England,0.0,0.0,1.0,1.0,1.0,1.0
zNv3VeWi,2021-09-09,18:45,0:0,0:0,0:0,1.24,6.07,12.91,1.0,True,Wales,Estonia,0.0,0.0,0.0,0.0,0.0,0.0
xEsU8Drs,2021-09-09,16:00,1:1,1:0,0:1,1.1,9.49,27.69,1.0,True,Armenia,Liechtenstein,1.0,0.0,0.0,1.0,1.0,1.0
tvvllIWg,2021-09-08,19:00,0:1,0:1,0:0,2.03,3.01,4.1,2.0,True,Angola,Libya,0.0,1.0,0.0,0.0,0.0,1.0
pzXNKzkr,2021-09-08,19:00,1:1,0:1,1:0,8.19,3.86,1.45,1.0,True,Burkina Faso,Algeria,0.0,1.0,1.0,0.0,1.0,1.0
MivEtXTi,2021-09-08,19:00,2:4,0:3,2:1,2.04,3.01,4.01,2.0,True,Sudan,Guinea Bissau,0.0,3.0,2.0,1.0,2.0,4.0
jFdQY023,2021-09-08,18:45,3:0,1:0,2:0,1.67,3.56,5.93,0.0,True,Croatia,Slovenia,1.0,0.0,2.0,0.0,3.0,0.0
rmxPa4t7,2021-09-08,18:45,2:0,1:0,1:0,1.18,7.05,20.21,0.0,True,France,Finland,1.0,0.0,1.0,0.0,2.0,0.0
vgtCqXYB,2021-09-08,18:45,1:1,0:1,1:0,3.87,3.24,2.08,1.0,True,Ireland,Serbia,0.0,1.0,1.0,0.0,1.0,1.0
jutH7O34,2021-09-08,18:45,0:0,0:0,0:0,1.52,3.97,7.17,1.0,True,Montenegro,Latvia,0.0,0.0,0.0,0.0,0.0,0.0
v5xD84lb,2021-09-08,18:45,5:1,3:1,2:0,1.01,25.64,76.25,0.0,True,Norway,Gibraltar,3.0,1.0,2.0,0.0,5.0,1.0
ChTLNzf2,2021-09-08,18:45,2:0,1:0,1:0,1.13,8.98,19.93,0.0,True,Russia,Malta,1.0,0.0,1.0,0.0,2.0,0.0
xzy9QxAq,2021-09-08,18:45,2:0,0:0,2:0,1.41,4.54,9.06,0.0,True,Slovakia,Cyprus,0.0,0.0,2.0,0.0,2.0,0.0
xQ7UXlhj,2021-09-08,18:45,0:1,0:1,0:0,1.84,3.4,4.8,2.0,True,Austria,Scotland,0.0,1.0,0.0,0.0,0.0,1.0
t0gf2c25,2021-09-08,18:45,2:2,0:0,2:2,1.26,5.85,12.4,1.0,True,Bosnia & Herzegovina,Kazakhstan,0.0,0.0,2.0,2.0,2.0,2.0
OIRgviFM,2021-09-08,18:45,5:0,3:0,2:0,1.32,5.28,10.1,0.0,True,Denmark,Israel,3.0,0.0,2.0,0.0,5.0,0.0
6345Z1Tf,2021-09-08,18:45,2:1,0:0,2:1,2.12,3.03,4.08,0.0,True,Faroe Islands,Moldova,0.0,0.0,2.0,1.0,2.0,1.0
hSQOaz6Q,2021-09-08,18:45,6:1,3:0,3:1,1.3,5.8,9.65,0.0,True,Netherlands,Turkey,3.0,0.0,3.0,1.0,6.0,1.0
pGA8S0ul,2021-09-08,18:00,0:3,0:1,0:2,6.73,3.35,1.63,2.0,True,Iraq,Iran ,0.0,1.0,0.0,2.0,0.0,3.0
AJy8pDJ5,2021-09-08,16:00,0:3,0:2,0:1,21.82,8.18,1.14,2.0,True,Azerbaijan,Portugal,0.0,2.0,0.0,1.0,0.0,3.0
zNEcTMwU,2021-09-08,16:00,1:2,1:1,0:1,3.52,2.93,2.24,2.0,True,Cape Verde,Nigeria,1.0,1.0,0.0,1.0,1.0,2.0
x0jIAWqO,2021-09-08,16:00,1:3,1:1,0:2,6.38,3.37,1.63,2.0,True,Congo,Senegal,1.0,1.0,0.0,2.0,1.0,3.0
GfP9UBI6,2021-09-08,16:00,1:0,0:0,1:0,2.39,2.79,3.39,0.0,True,Equatorial Guinea,Mauritania,0.0,0.0,1.0,0.0,1.0,0.0
f3q9mNYA,2021-09-08,16:00,0:1,0:1,0:0,3.39,3.0,2.3,2.0,True,Oman,Saudi Arabia,0.0,1.0,0.0,0.0,0.0,1.0
bJECRKff,2021-09-08,16:00,1:1,0:1,1:0,3.43,3.08,2.24,1.0,True,Syria,United Arab Emirates,0.0,1.0,1.0,0.0,1.0,1.0
t0u5l3J4,2021-09-07,15:00,0:1,0:1,0:0,7.84,4.6,1.4,2.0,True,China,Japan ,0.0,1.0,0.0,0.0,0.0,1.0
OMevaZpC,2021-09-07,13:00,1:0,0:0,1:0,2.47,2.81,3.26,0.0,True,Ethiopia,Zimbabwe,0.0,0.0,1.0,0.0,1.0,0.0
Q5MhaNNc,2021-09-07,13:00,1:0,1:0,0:0,3.25,2.58,2.68,0.0,True,Malawi,Mozambique,1.0,0.0,0.0,0.0,1.0,0.0
viX5v24L,2021-09-07,13:00,3:2,2:2,1:0,2.1,2.98,3.89,0.0,True,Tanzania,Madagascar,2.0,2.0,1.0,0.0,3.0,2.0
x4Q5Vi30,2021-09-07,13:00,0:2,0:1,0:1,4.32,2.88,2.05,2.0,True,Zambia,Tunisia,0.0,1.0,0.0,1.0,0.0,2.0
xSYDnslH,2021-09-07,12:00,0:1,0:1,0:0,10.01,5.82,1.27,2.0,True,Vietnam,Australia ,0.0,1.0,0.0,0.0,0.0,1.0
htEGQvA0,2021-09-07,11:00,1:0,0:0,1:0,1.23,5.73,14.79,0.0,True,South Korea,Lebanon ,0.0,0.0,1.0,0.0,1.0,0.0
nFNl038i,2021-09-07,19:00,2:1,2:0,0:1,2.2,2.88,3.76,0.0,True,Ivory Coast,Cameroon,2.0,0.0,0.0,1.0,2.0,1.0
xW0POtno,2021-09-07,16:00,0:1,0:0,0:1,3.49,2.62,2.48,2.0,True,Central Africa,Liberia ,0.0,0.0,0.0,1.0,0.0,1.0
pWdz0FV5,2021-09-07,16:00,1:0,0:0,1:0,2.9,2.67,2.85,0.0,True,South Africa,Ghana,0.0,0.0,1.0,0.0,1.0,0.0
00Y1urkF,2021-09-06,13:00,1:1,1:1,0:0,2.46,2.71,3.39,1.0,True,Benin,D.R. Congo,1.0,1.0,0.0,0.0,1.0,1.0
f1lVfTm9,2021-09-06,13:00,0:0,0:0,0:0,3.7,2.61,2.4,1.0,True,Uganda,Mali,0.0,0.0,0.0,0.0,0.0,0.0
v3sljo0h,2021-09-06,01:00,1:0,1:0,0:0,1.64,3.76,5.5,0.0,True,Peru,Venezuela ,1.0,0.0,0.0,0.0,1.0,0.0
UXu9OHmL,2021-09-06,00:00,1:1,0:0,1:1,1.61,3.69,5.68,1.0,True,USA,Canada,0.0,0.0,1.0,1.0,1.0,1.0
0GWvJeBr,2021-09-06,23:00,0:1,0:1,0:0,6.45,3.62,1.58,2.0,True,Costa Rica,Mexico,0.0,1.0,0.0,0.0,0.0,1.0
b7pDNy3R,2021-09-06,23:00,0:0,0:0,0:0,2.98,2.85,2.62,1.0,True,El Salvador,Honduras,0.0,0.0,0.0,0.0,0.0,0.0
zVzclPU4,2021-09-06,22:00,1:1,1:0,0:1,3.43,3.0,2.33,1.0,True,Paraguay,Colombia ,1.0,0.0,0.0,1.0,1.0,1.0
ptrpiRpn,2021-09-06,22:00,4:2,2:0,2:2,1.16,7.27,17.88,0.0,True,Uruguay,Bolivia,2.0,0.0,2.0,2.0,4.0,2.0
ruMqIFQl,2021-09-06,22:00,0:3,0:2,0:1,1.91,3.26,4.25,2.0,True,Jamaica,Panama,0.0,2.0,0.0,1.0,0.0,3.0
ELZ0mqpB,2021-09-06,21:00,0:0,0:0,0:0,1.82,3.56,4.44,1.0,True,Ecuador,Chile ,0.0,0.0,0.0,0.0,0.0,0.0
2mupkbHm,2021-09-06,19:00,1:1,0:0,1:1,5.41,3.16,1.76,1.0,True,Gabon,Egypt,0.0,0.0,1.0,1.0,1.0,1.0
phCtEf1H,2021-09-06,18:45,3:0,2:0,1:0,1.45,4.68,7.07,0.0,True,Belgium,Czech Republic,2.0,0.0,1.0,0.0,3.0,0.0
dvj1ElwA,2021-09-06,18:45,6:0,4:0,2:0,1.07,12.68,26.4,0.0,True,Germany,Armenia,4.0,0.0,2.0,0.0,6.0,0.0
McX6zlDe,2021-09-06,18:45,1:1,0:1,1:0,3.55,3.05,2.29,1.0,True,Kosovo,Greece,0.0,1.0,1.0,0.0,1.0,1.0
hQ3ZELTK,2021-09-06,18:45,2:0,2:0,0:0,1.04,16.36,40.12,0.0,True,Romania,Liechtenstein,2.0,0.0,0.0,0.0,2.0,0.0
M1oPuUWp,2021-09-06,18:45,1:7,0:4,1:3,87.22,29.4,1.01,2.0,True,San Marino,Poland,0.0,4.0,1.0,3.0,1.0,7.0
bwwqnQfA,2021-09-06,18:45,4:0,3:0,1:0,1.11,9.37,25.86,0.0,True,Spain,Georgia,3.0,0.0,1.0,0.0,4.0,0.0
YHItmRd1,2021-09-06,18:45,0:0,0:0,0:0,4.57,3.45,1.87,1.0,True,Switzerland,Italy,0.0,0.0,0.0,0.0,0.0,0.0
z5Z64D9o,2021-09-06,16:00,1:0,0:0,1:0,3.0,2.87,2.74,0.0,True,Albania,Hungary,0.0,0.0,1.0,0.0,1.0,0.0
veJxl7se,2021-09-06,16:00,1:0,0:0,1:0,1.53,3.92,7.28,0.0,True,Bulgaria,Lithuania,0.0,0.0,1.0,0.0,1.0,0.0
lWgKrcmP,2021-09-06,16:00,4:0,1:0,3:0,1.01,28.94,73.4,0.0,True,England,Andorra,1.0,0.0,3.0,0.0,4.0,0.0
WW41DgzQ,2021-09-06,16:00,2:2,0:1,2:1,2.68,2.99,2.95,1.0,True,Iceland,North Macedonia,0.0,1.0,2.0,1.0,2.0,2.0
GjkM9jaU,2021-09-06,16:00,0:1,0:0,0:1,2.39,2.79,3.43,2.0,True,Togo,Namibia,0.0,0.0,0.0,1.0,0.0,1.0
fmwiKVNj,2021-09-05,13:00,2:3,2:1,0:2,7.55,3.8,1.54,2.0,True,Belarus,Wales ,2.0,1.0,0.0,2.0,2.0,3.0
YimZgm3F,2021-09-05,13:00,1:1,1:1,0:0,2.64,2.7,3.11,1.0,True,Rwanda,Kenya,1.0,1.0,0.0,0.0,1.0,1.0
hdp0eqjE,2021-09-05,18:45,0:1,0:0,0:1,25.33,9.77,1.11,2.0,True,Faroe Islands,Denmark,0.0,0.0,0.0,1.0,0.0,1.0
2VZZlsTs,2021-09-05,18:45,5:2,3:1,2:1,3.7,3.35,2.1,0.0,True,Israel,Austria,3.0,1.0,2.0,1.0,5.0,2.0
