xeid,date,time,score,h1,h2,win,tie,los,result,usable,team1,team2,h11,h12,h21,h22,t1,t2
pf39YLr1,2021-04-01,18:45,0:4,0:0,0:4,3.05,3.18,2.5,2.0,True,Austria,Denmark ,0.0,0.0,0.0,4.0,0.0,4.0
Wln7aenO,2021-04-01,18:45,0:1,0:0,0:1,8.48,4.62,1.41,2.0,True,Bosnia & Herzegovina,France ,0.0,0.0,0.0,1.0,0.0,1.0
8bJ6iCD6,2021-04-01,18:45,2:1,1:0,1:1,1.34,5.1,10.04,0.0,True,England,Poland ,1.0,0.0,1.0,1.0,2.0,1.0
ImicFUN3,2021-04-01,18:45,1:2,0:1,1:1,1.11,10.17,24.66,2.0,True,Germany,North Macedonia ,0.0,1.0,1.0,1.0,1.0,2.0
bqKWb9wN,2021-04-01,18:45,1:1,0:0,1:1,1.64,3.54,6.61,1.0,True,Greece,Georgia ,0.0,0.0,1.0,1.0,1.0,1.0
KE2ktbSJ,2021-04-01,18:45,1:4,0:2,1:2,22.61,7.9,1.15,2.0,True,Liechtenstein,Iceland ,0.0,2.0,1.0,2.0,1.0,4.0
SGaX9l4E,2021-04-01,18:45,0:2,0:0,0:2,24.38,9.32,1.12,2.0,True,Lithuania,Italy ,0.0,0.0,0.0,2.0,0.0,2.0
jRpZ7MZJ,2021-04-01,18:45,1:4,1:1,0:3,9.92,4.47,1.39,2.0,True,Moldova,Israel ,1.0,1.0,0.0,3.0,1.0,4.0
OQigGA8c,2021-04-01,18:45,0:0,0:0,0:0,1.8,3.26,5.5,1.0,True,Northern Ireland,Bulgaria ,0.0,0.0,0.0,0.0,0.0,0.0
xzJzbThT,2021-04-01,18:45,0:2,0:0,0:2,69.64,14.22,1.04,2.0,True,San Marino,Albania ,0.0,0.0,0.0,2.0,0.0,2.0
4xqPgWE9,2021-04-01,18:45,4:0,1:0,3:0,1.18,6.91,19.46,0.0,True,Scotland,Faroe Islands ,1.0,0.0,3.0,0.0,4.0,0.0
h0xmopAG,2021-04-01,18:45,3:1,2:0,1:1,1.07,11.81,31.73,0.0,True,Spain,Kosovo ,2.0,0.0,1.0,1.0,3.0,1.0
8Yum4JXh,2021-04-01,18:45,1:1,1:0,0:1,1.25,5.72,13.62,1.0,True,Ukraine,Kazakhstan ,1.0,0.0,0.0,1.0,1.0,1.0
WhMfKG50,2021-04-01,16:00,3:2,0:0,3:2,4.1,3.64,1.91,0.0,True,Armenia,Romania ,0.0,0.0,3.0,2.0,3.0,2.0
zqESLUQL,2021-03-31,00:00,5:0,2:0,3:0,1.18,7.21,10.82,0.0,True,Bermuda,Aruba ,2.0,0.0,3.0,0.0,5.0,0.0
tId9Ub9g,2021-03-31,23:30,1:0,0:0,1:0,1.04,13.53,30.37,0.0,True,Barbados,Anguilla ,0.0,0.0,1.0,0.0,1.0,0.0
OrBpDEGN,2021-03-31,18:45,8:0,4:0,4:0,1.13,8.69,24.26,0.0,True,Belgium,Belarus ,4.0,0.0,4.0,0.0,8.0,0.0
OSfYWvXF,2021-03-31,18:45,3:0,0:0,3:0,1.07,11.95,36.61,0.0,True,Croatia,Malta ,0.0,0.0,3.0,0.0,3.0,0.0
v5E4bKQj,2021-03-31,18:45,0:7,0:1,0:6,68.67,27.66,1.01,2.0,True,Gibraltar,Netherlands ,0.0,1.0,0.0,6.0,0.0,7.0
WSx4og4a,2021-03-31,18:45,1:3,1:1,0:2,23.27,9.14,1.12,2.0,True,Luxembourg,Portugal ,1.0,1.0,0.0,2.0,1.0,3.0
WYVfJL2G,2021-03-31,18:45,0:1,0:1,0:0,4.43,3.52,1.87,2.0,True,Montenegro,Norway ,0.0,1.0,0.0,0.0,0.0,1.0
t4kwWbnM,2021-03-31,18:45,2:1,1:0,1:1,4.66,3.41,1.87,0.0,True,Slovakia,Russia ,1.0,0.0,1.0,1.0,2.0,1.0
UZfMosso,2021-03-31,18:45,3:3,2:1,1:2,1.15,8.22,20.07,1.0,True,Turkey,Latvia ,2.0,1.0,1.0,2.0,3.0,3.0
rTiH7hvo,2021-03-31,18:45,1:0,0:0,1:0,3.28,3.22,2.34,0.0,True,Wales,Czech Republic ,0.0,0.0,1.0,0.0,1.0,0.0
CCJW5i9f,2021-03-31,17:30,5:0,2:0,3:0,1.38,4.53,8.79,0.0,True,Saudi Arabia,Palestine ,2.0,0.0,3.0,0.0,5.0,0.0
bsgpROIp,2021-03-31,16:00,1:2,0:1,1:1,9.23,4.59,1.39,2.0,True,Azerbaijan,Serbia ,0.0,1.0,1.0,1.0,1.0,2.0
rDiTNeBa,2021-03-31,16:00,1:0,1:0,0:0,4.82,3.33,1.87,0.0,True,Cyprus,Slovenia ,1.0,0.0,0.0,0.0,1.0,0.0
fcSkyz5d,2021-03-30,10:30,0:14,0:5,0:9,65.0,23.61,1.01,2.0,True,Mongolia,Japan ,0.0,5.0,0.0,9.0,0.0,14.0
6kosAXR9,2021-03-29,22:00,1:1,0:1,1:0,7.31,4.98,1.37,1.0,True,Montserrat,El Salvador ,0.0,1.0,1.0,0.0,1.0,1.0
ht0bZmeL,2021-03-29,21:00,1:2,1:2,0:0,11.87,6.51,1.21,2.0,True,Cuba,Curacao ,1.0,2.0,0.0,0.0,1.0,2.0
0nuUfeNb,2021-03-29,21:00,1:1,0:0,1:1,13.07,5.17,1.25,1.0,True,Puerto Rico,Trinidad & Tobago ,0.0,0.0,1.0,1.0,1.0,1.0
Ot24Vvfm,2021-03-29,20:00,1:2,0:1,1:1,24.26,8.22,1.11,2.0,True,Dominica,Panama ,0.0,1.0,1.0,1.0,1.0,2.0
rNfGehpc,2021-03-29,18:45,3:1,3:1,0:0,1.08,10.93,30.22,0.0,True,Austria,Faroe Islands ,3.0,1.0,0.0,0.0,3.0,1.0
hKSnnuD0,2021-03-29,18:45,1:1,1:0,0:1,2.74,3.16,2.76,1.0,True,Israel,Scotland ,1.0,0.0,0.0,1.0,1.0,1.0
lQ0TAUl8,2021-03-29,18:45,0:2,0:1,0:1,14.16,6.21,1.23,2.0,True,Bulgaria,Italy ,0.0,1.0,0.0,1.0,0.0,2.0
tlPbxArq,2021-03-29,18:45,0:3,0:2,0:1,5.55,3.71,1.68,2.0,True,Kosovo,Sweden ,0.0,2.0,0.0,1.0,0.0,3.0
xW0L5Hj7,2021-03-29,18:45,5:0,1:0,4:0,1.08,11.03,33.76,0.0,True,North Macedonia,Liechtenstein ,1.0,0.0,4.0,0.0,5.0,0.0
GtvayFua,2021-03-29,18:45,3:0,1:0,2:0,1.01,22.39,72.4,0.0,True,Poland,Andorra ,1.0,0.0,2.0,0.0,3.0,0.0
jZ4P4y6D,2021-03-29,18:45,0:1,0:1,0:0,10.2,5.87,1.3,2.0,True,Romania,Germany ,0.0,1.0,0.0,0.0,0.0,1.0
ANRJ1Bg4,2021-03-29,18:45,0:3,0:1,0:2,66.8,18.98,1.02,2.0,True,San Marino,Hungary ,0.0,1.0,0.0,2.0,0.0,3.0
Kh3yjTCr,2021-03-29,18:45,1:0,1:0,0:0,1.07,12.51,36.19,0.0,True,Switzerland,Lithuania ,1.0,0.0,0.0,0.0,1.0,0.0
nJiv6u3t,2021-03-29,18:45,1:1,0:0,1:1,1.76,3.47,5.39,1.0,True,Ukraine,Finland ,0.0,0.0,1.0,1.0,1.0,1.0
fXbYkEfh,2021-03-29,16:00,0:2,0:1,0:1,13.85,6.08,1.24,2.0,True,Albania,England ,0.0,1.0,0.0,1.0,0.0,2.0
6BE7HEkJ,2021-03-29,16:00,2:0,0:0,2:0,3.81,3.17,2.14,0.0,True,Armenia,Iceland ,0.0,0.0,2.0,0.0,2.0,0.0
f1IPYUxp,2021-03-29,16:00,8:0,5:0,3:0,1.1,10.37,25.53,0.0,True,Denmark,Moldova ,5.0,0.0,3.0,0.0,8.0,0.0
ljpKqhj9,2021-03-29,16:00,1:2,1:0,0:2,16.54,6.8,1.2,2.0,True,Georgia,Spain ,1.0,0.0,0.0,2.0,1.0,2.0
AuoBbF1U,2021-03-28,13:00,0:2,0:2,0:0,30.78,10.38,1.09,2.0,True,Kazakhstan,France ,0.0,2.0,0.0,0.0,0.0,2.0
tpLJNjd9,2021-03-28,00:00,0:6,0:3,0:3,36.17,18.06,1.03,2.0,True,Aruba,Suriname ,0.0,3.0,0.0,3.0,0.0,6.0
SbnwBDC3,2021-03-28,23:00,0:3,0:3,0:0,17.65,8.61,1.12,2.0,True,United States Virgin Islands,Antigua and Barbuda ,0.0,3.0,0.0,0.0,0.0,3.0
pj30WKvs,2021-03-28,22:00,0:6,0:3,0:3,32.89,18.3,1.03,2.0,True,Anguilla,Dominican Republic ,0.0,3.0,0.0,3.0,0.0,6.0
Ek1fzUuF,2021-03-28,22:00,0:3,,,26.0,15.0,1.08,2.0,False,British Virgin Islands,Guatemala ,,,,,,
0SCrqbOn,2021-03-28,20:30,0:7,,,36.88,17.26,1.01,2.0,False,Turks and Caicos Islands,Nicaragua ,,,,,,
2kbCRDVG,2021-03-28,19:45,1:1,0:0,1:1,5.46,4.05,1.63,1.0,True,Czech Republic,Belgium ,0.0,0.0,1.0,1.0,1.0,1.0
EeYA3XOi,2021-03-28,19:45,0:1,0:0,0:1,1.56,3.97,6.6,2.0,True,Ireland,Luxembourg ,0.0,0.0,0.0,1.0,0.0,1.0
z1qemFZn,2021-03-28,19:45,2:2,0:2,2:0,5.04,3.81,1.72,1.0,True,Serbia,Portugal ,0.0,2.0,2.0,0.0,2.0,2.0
jwuDPdPk,2021-03-28,19:45,2:2,0:2,2:0,1.21,6.5,15.8,1.0,True,Slovakia,Malta ,0.0,2.0,2.0,0.0,2.0,2.0
fPf4TZ04,2021-03-28,17:00,4:2,1:1,3:1,1.45,4.53,7.5,0.0,True,Belarus,Estonia ,1.0,1.0,3.0,1.0,4.0,2.0
pxdUXKH9,2021-03-28,17:00,1:0,1:0,0:0,1.13,8.69,21.98,0.0,True,Croatia,Cyprus ,1.0,0.0,0.0,0.0,1.0,0.0
2Lvt6BSa,2021-03-28,17:00,2:0,1:0,1:0,1.02,22.05,56.21,0.0,True,Netherlands,Latvia ,1.0,0.0,1.0,0.0,2.0,0.0
h82nN33i,2021-03-28,17:00,0:3,0:2,0:1,2.17,3.37,3.53,2.0,True,Norway,Turkey ,0.0,2.0,0.0,1.0,0.0,3.0
Y3VL6rJA,2021-03-27,14:00,4:1,2:1,2:0,1.07,12.17,38.31,0.0,True,Montenegro,Gibraltar ,2.0,1.0,2.0,0.0,4.0,1.0
U7K2hhb0,2021-03-27,14:00,2:1,2:1,0:0,1.9,3.29,4.76,0.0,True,Russia,Slovenia ,2.0,1.0,0.0,0.0,2.0,1.0
pzcYBgcc,2021-03-26,02:25,2:0,1:0,1:0,1.18,6.65,14.43,0.0,True,El Salvador,Grenada ,1.0,0.0,1.0,0.0,2.0,0.0
nNLFOWt3,2021-03-26,00:00,5:1,2:0,3:1,1.02,23.58,30.11,0.0,True,Canada,Bermuda ,2.0,0.0,3.0,1.0,5.0,1.0
hfuXmmAE,2021-03-26,00:00,1:0,0:0,1:0,1.13,7.83,19.5,0.0,True,Panama,Barbados ,0.0,0.0,1.0,0.0,1.0,0.0
hMyMdHhn,2021-03-26,23:00,3:0,3:0,0:0,1.58,4.14,5.4,0.0,True,Trinidad & Tobago,Guyana ,3.0,0.0,0.0,0.0,3.0,0.0
YwpcyAQ8,2021-03-26,22:00,5:0,4:0,1:0,1.04,14.07,28.35,0.0,True,Curacao,Saint Vincent and the Grenadines ,4.0,0.0,1.0,0.0,5.0,0.0
I3Nwpv9t,2021-03-26,21:00,2:0,0:0,2:0,1.11,8.46,23.04,0.0,True,Haiti,Belize ,0.0,0.0,2.0,0.0,2.0,0.0
GKURakOG,2021-03-26,19:45,0:1,0:1,0:0,12.07,5.07,1.3,2.0,True,Andorra,Albania ,0.0,1.0,0.0,0.0,0.0,1.0
ANmkHjgi,2021-03-26,19:45,3:0,2:0,1:0,1.14,8.95,18.83,0.0,True,Germany,Iceland ,2.0,0.0,1.0,0.0,3.0,0.0
UkiomCvB,2021-03-26,19:45,3:3,1:0,2:3,4.01,3.25,2.06,1.0,True,Hungary,Poland ,1.0,0.0,2.0,3.0,3.0,3.0
l4Phbi52,2021-03-26,19:45,2:0,2:0,0:0,1.17,6.94,20.48,0.0,True,Italy,Northern Ireland ,2.0,0.0,0.0,0.0,2.0,0.0
GMsQZe5m,2021-03-26,19:45,0:1,0:0,0:1,10.88,5.09,1.32,2.0,True,Liechtenstein,Armenia ,0.0,0.0,0.0,1.0,0.0,1.0
4Ulw7tkQ,2021-03-26,19:45,1:1,1:0,0:1,2.47,2.89,3.37,1.0,True,Moldova,Faroe Islands ,1.0,0.0,0.0,1.0,1.0,1.0
44Nvgv71,2021-03-26,19:45,3:2,1:0,2:2,2.08,3.2,4.0,0.0,True,Romania,North Macedonia ,1.0,0.0,2.0,2.0,3.0,2.0
0Mm8gNKQ,2021-03-26,19:45,2:2,0:0,2:2,3.12,3.14,2.49,1.0,True,Scotland,Austria ,0.0,0.0,2.0,2.0,2.0,2.0
Knvum6u4,2021-03-26,19:45,1:1,1:0,0:1,1.22,6.57,14.69,1.0,True,Spain,Greece ,1.0,0.0,0.0,1.0,1.0,1.0
lSVeqOvT,2021-03-26,19:45,1:0,1:0,0:0,1.33,5.07,10.88,0.0,True,Sweden,Georgia ,1.0,0.0,0.0,0.0,1.0,0.0
zs3u8SYQ,2021-03-26,17:00,1:3,0:3,1:0,9.34,4.44,1.41,2.0,True,Bulgaria,Switzerland ,0.0,3.0,1.0,0.0,1.0,3.0
ji6HWaDD,2021-03-26,17:00,0:2,0:1,0:1,4.87,3.59,1.79,2.0,True,Israel,Denmark ,0.0,1.0,0.0,1.0,0.0,2.0
Ysvswdzp,2021-03-25,13:00,3:0,1:0,2:0,1.11,9.06,22.06,0.0,True,Tajikistan,Mongolia ,1.0,0.0,2.0,0.0,3.0,0.0
fmogxjB2,2021-03-25,00:00,1:0,0:0,1:0,1.16,7.06,17.87,0.0,True,Guatemala,Cuba ,0.0,0.0,1.0,0.0,1.0,0.0
f9MTlTf8,2021-03-25,23:00,1:0,0:0,1:0,1.3,4.81,11.97,0.0,True,Dominican Republic,Dominica ,0.0,0.0,1.0,0.0,1.0,0.0
WWhUCZsi,2021-03-25,22:00,2:2,2:2,0:0,2.3,3.42,3.04,1.0,True,Antigua and Barbuda,Montserrat ,2.0,2.0,0.0,0.0,2.0,2.0
8WMBPCRd,2021-03-25,22:00,3:0,,,1.07,9.0,27.0,0.0,False,Suriname,Cayman Islands ,,,,,,
EVxIccwt,2021-03-25,20:00,1:0,1:0,0:0,1.79,3.79,4.11,0.0,True,Saint Kitts and Nevis,Puerto Rico ,1.0,0.0,0.0,0.0,1.0,0.0
reMrhbM7,2021-03-25,19:45,3:1,2:1,1:0,1.36,4.99,9.59,0.0,True,Belgium,Wales ,2.0,1.0,1.0,0.0,3.0,1.0
2eXrq6s8,2021-03-25,19:45,0:0,0:0,0:0,4.7,3.38,1.87,1.0,True,Cyprus,Slovakia ,0.0,0.0,0.0,0.0,0.0,0.0
l0ZtsgV3,2021-03-25,19:45,2:6,1:4,1:2,34.82,14.05,1.06,2.0,True,Estonia,Czech Republic ,1.0,4.0,1.0,2.0,2.0,6.0
8xUVf0xk,2021-03-25,19:45,2:2,0:0,2:2,2.82,3.17,2.69,1.0,True,Finland,Bosnia & Herzegovina ,0.0,0.0,2.0,2.0,2.0,2.0
xj7bD8hG,2021-03-25,19:45,1:1,1:0,0:1,1.29,5.64,11.55,1.0,True,France,Ukraine ,1.0,0.0,0.0,1.0,1.0,1.0
S0P3HaXS,2021-03-25,19:45,0:3,0:2,0:1,63.26,23.96,1.01,2.0,True,Gibraltar,Norway ,0.0,2.0,0.0,1.0,0.0,3.0
U9BVCJup,2021-03-25,19:45,1:2,1:1,0:1,6.04,3.32,1.73,2.0,True,Latvia,Montenegro ,1.0,1.0,0.0,1.0,1.0,2.0
U9mPOydg,2021-03-25,19:45,1:3,0:2,1:1,27.35,9.54,1.11,2.0,True,Malta,Russia ,0.0,2.0,1.0,1.0,1.0,3.0
6BzwXgk6,2021-03-25,19:45,1:0,1:0,0:0,1.03,16.1,46.79,0.0,True,Portugal,Azerbaijan ,1.0,0.0,0.0,0.0,1.0,0.0
KEvsWD4C,2021-03-25,19:45,3:2,1:1,2:1,1.92,3.23,4.75,0.0,True,Serbia,Ireland ,1.0,1.0,2.0,1.0,3.0,2.0
Amenvdvq,2021-03-25,19:45,1:0,1:0,0:0,5.03,3.48,1.8,0.0,True,Slovenia,Croatia ,1.0,0.0,0.0,0.0,1.0,0.0
CfUP52YG,2021-03-25,17:00,4:2,2:0,2:2,5.18,3.79,1.71,0.0,True,Turkey,Netherlands ,2.0,0.0,2.0,2.0,4.0,2.0
6g7iWmNa,2020-12-05,16:00,5:0,,,1.01,17.17,38.17,0.0,False,Qatar,Bangladesh,,,,,,
SrdEw8Gn,2020-11-18,00:30,0:2,0:2,0:0,5.88,3.84,1.64,2.0,True,Peru,Argentina ,0.0,2.0,0.0,0.0,0.0,2.0
z9aMynoa,2020-11-18,23:00,2:2,1:2,1:0,1.34,5.06,9.76,1.0,True,Paraguay,Bolivia ,1.0,2.0,1.0,0.0,2.0,2.0
pK69vl1t,2020-11-18,23:00,0:2,0:2,0:0,4.56,3.34,1.92,2.0,True,Uruguay,Brazil ,0.0,2.0,0.0,0.0,0.0,2.0
EabQz605,2020-11-18,21:00,6:1,4:1,2:0,2.76,3.22,2.68,0.0,True,Ecuador,Colombia ,4.0,1.0,2.0,0.0,6.0,1.0
6ZfIxSVh,2020-11-18,21:00,2:1,1:1,1:0,3.54,3.25,2.18,0.0,True,Venezuela,Chile ,1.0,1.0,1.0,0.0,2.0,1.0
EoJiM6oC,2020-11-14,00:30,1:0,0:0,1:0,1.21,6.6,13.68,0.0,True,Brazil,Venezuela ,0.0,0.0,1.0,0.0,1.0,0.0
OG0rqUhP,2020-11-14,23:00,2:0,2:0,0:0,1.93,3.38,4.31,0.0,True,Chile,Peru ,2.0,0.0,0.0,0.0,2.0,0.0
zeKmNnW5,2020-11-14,20:30,0:3,0:1,0:2,1.96,3.4,4.12,2.0,True,Colombia,Uruguay ,0.0,1.0,0.0,2.0,0.0,3.0
ADC0KpGO,2020-11-13,00:00,1:1,1:1,0:0,1.37,4.77,9.11,1.0,True,Argentina,Paraguay ,1.0,1.0,0.0,0.0,1.0,1.0
WMDdLQ0I,2020-11-13,20:00,2:3,1:0,1:3,4.78,3.55,1.79,2.0,True,Bolivia,Ecuador ,1.0,0.0,1.0,3.0,2.0,3.0
SUGuP81g,2020-10-14,00:30,2:2,2:1,0:1,3.18,3.15,2.4,1.0,True,Chile,Colombia ,2.0,1.0,0.0,1.0,2.0,2.0
zXu5VAOP,2020-10-14,00:00,2:4,1:1,1:3,8.12,4.75,1.41,2.0,True,Peru,Brazil ,1.0,1.0,1.0,3.0,2.0,4.0
6FSWQUWt,2020-10-14,22:00,0:1,0:0,0:1,2.48,3.04,3.15,2.0,True,Venezuela,Paraguay ,0.0,0.0,0.0,1.0,0.0,1.0
tYKqOSGa,2020-10-14,21:00,4:2,2:0,2:2,2.73,3.13,2.75,0.0,True,Ecuador,Uruguay ,2.0,0.0,2.0,2.0,4.0,2.0
p6RzQlnm,2020-10-14,20:00,1:2,1:1,0:1,5.94,4.34,1.55,2.0,True,Bolivia,Argentina ,1.0,1.0,0.0,1.0,1.0,2.0
tYbE8mHC,2020-10-10,00:30,5:0,2:0,3:0,1.03,18.44,57.65,0.0,True,Brazil,Bolivia ,2.0,0.0,3.0,0.0,5.0,0.0
nBaA9T16,2020-10-10,23:30,3:0,3:0,0:0,1.38,4.68,9.14,0.0,True,Colombia,Venezuela ,3.0,0.0,0.0,0.0,3.0,0.0
dts1Wj9J,2020-10-09,00:30,1:0,1:0,0:0,1.25,6.08,12.42,0.0,True,Argentina,Ecuador ,1.0,0.0,0.0,0.0,1.0,0.0
8K06A9n0,2020-10-09,22:45,2:1,1:0,1:1,1.79,3.66,4.31,0.0,True,Uruguay,Chile ,1.0,0.0,1.0,1.0,2.0,1.0
fy3I77WI,2020-10-09,22:30,2:2,0:0,2:2,2.31,3.13,3.33,1.0,True,Paraguay,Peru ,0.0,0.0,2.0,2.0,2.0,2.0
EySqGjkh,2019-11-20,17:00,0:0,0:0,0:0,1.63,3.65,5.44,1.0,True,Lebanon,North Korea,0.0,0.0,0.0,0.0,0.0,0.0
bap5vRX9,2019-11-20,16:00,5:0,3:0,2:0,1.01,18.15,42.7,0.0,True,Jordan,Chinese Taipei,3.0,0.0,2.0,0.0,5.0,0.0
jNE9vCFJ,2019-11-19,15:00,1:0,1:0,0:0,1.21,5.95,12.43,0.0,True,Oman,India,1.0,0.0,0.0,0.0,1.0,0.0
IianR1u3,2019-11-19,15:00,1:2,0:1,1:1,2.19,3.09,3.45,2.0,True,Yemen,Singapore,0.0,1.0,1.0,1.0,1.0,2.0
UDDDwWUP,2019-11-19,14:00,0:1,0:0,0:1,13.91,7.21,1.16,2.0,True,Afghanistan,Qatar ,0.0,0.0,0.0,1.0,0.0,1.0
W0tR2Rdo,2019-11-19,14:00,0:0,0:0,0:0,2.01,2.99,4.19,1.0,True,Iraq,Bahrain ,0.0,0.0,0.0,0.0,0.0,0.0
lhD5dpy5,2019-11-19,14:00,1:1,0:1,1:0,1.62,3.73,5.32,1.0,True,Kyrgyzstan,Tajikistan,0.0,1.0,1.0,0.0,1.0,1.0
reruAlmE,2019-11-19,14:00,1:0,1:0,0:0,1.26,5.59,10.41,0.0,True,Syria,Philippines,1.0,0.0,0.0,0.0,1.0,0.0
lYSc4YYr,2019-11-19,13:00,0:0,0:0,0:0,2.08,3.17,3.67,1.0,True,Vietnam,Thailand,0.0,0.0,0.0,0.0,0.0,0.0
MoR52C3e,2019-11-19,12:45,2:0,1:0,1:0,1.3,5.17,9.74,0.0,True,Malaysia,Indonesia,1.0,0.0,1.0,0.0,2.0,0.0
p4pV1oCi,2019-11-19,12:00,2:0,1:0,1:0,1.43,4.29,7.18,0.0,True,Hong Kong,Cambodia,1.0,0.0,1.0,0.0,2.0,0.0
v10rSsQd,2019-11-19,12:00,2:0,1:0,1:0,1.34,4.67,8.95,0.0,True,Uzbekistan,Palestine,1.0,0.0,1.0,0.0,2.0,0.0
KK58hMHt,2019-11-19,11:00,3:1,2:0,1:1,1.21,5.94,11.91,0.0,True,Maldives,Guam,2.0,0.0,1.0,1.0,3.0,1.0
hSQmFA4b,2019-11-19,11:00,2:0,1:0,1:0,1.03,14.8,39.81,0.0,True,Turkmenistan,Sri Lanka,1.0,0.0,1.0,0.0,2.0,0.0
SrC9e4jB,2019-11-19,10:30,1:0,1:0,0:0,1.4,4.71,6.98,0.0,True,Myanmar,Mongolia,1.0,0.0,0.0,0.0,1.0,0.0
hMq9womG,2019-11-19,09:00,0:1,0:1,0:0,21.69,8.25,1.11,2.0,True,Nepal,Kuwait,0.0,1.0,0.0,0.0,0.0,1.0
40idtm3c,2019-11-15,16:00,0:1,0:1,0:0,4.99,3.54,1.71,2.0,True,Jordan,Australia,0.0,1.0,0.0,0.0,0.0,1.0
nPt1u7I3,2019-11-15,16:00,9:0,2:0,7:0,1.05,10.97,32.33,0.0,True,Kuwait,Chinese Taipei,2.0,0.0,7.0,0.0,9.0,0.0
zFWMG8NC,2019-11-14,15:00,4:1,0:0,4:1,1.04,12.49,31.39,0.0,True,Oman,Bangladesh,0.0,0.0,4.0,1.0,4.0,1.0
xdMa3bmd,2019-11-14,15:00,1:0,0:0,1:0,3.98,3.42,1.9,0.0,True,Yemen,Palestine,0.0,0.0,1.0,0.0,1.0,0.0
E5VQFSxJ,2019-11-14,14:00,1:1,1:0,0:1,2.47,3.29,2.76,1.0,True,Afghanistan,India,1.0,0.0,0.0,1.0,1.0,1.0
QJTIbFpU,2019-11-14,14:00,2:1,1:1,1:0,6.02,3.19,1.69,0.0,True,Iraq,Iran,1.0,1.0,1.0,0.0,2.0,1.0
4Cw0noe7,2019-11-14,14:00,2:1,1:1,1:0,3.34,3.15,2.2,0.0,True,Syria,China,1.0,1.0,1.0,0.0,2.0,1.0
I9YzICKu,2019-11-14,13:00,0:0,0:0,0:0,6.99,3.98,1.49,1.0,True,Lebanon,South Korea,0.0,0.0,0.0,0.0,0.0,0.0
jcmNAzdF,2019-11-14,13:00,1:0,1:0,0:0,2.52,3.03,2.91,0.0,True,Vietnam,United Arab Emirates,1.0,0.0,0.0,0.0,1.0,0.0
UmnR9fBL,2019-11-14,12:45,2:1,1:1,1:0,3.35,3.43,2.08,0.0,True,Malaysia,Thailand,1.0,1.0,1.0,0.0,2.0,1.0
SSFpfZho,2019-11-14,12:00,0:0,0:0,0:0,9.36,4.82,1.31,1.0,True,Hong Kong,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0
OhIe4vYk,2019-11-14,12:00,2:3,1:1,1:2,1.87,3.24,4.42,2.0,True,Uzbekistan,Saudi Arabia,1.0,1.0,1.0,2.0,2.0,3.0
hQJdb66h,2019-11-14,11:15,0:2,0:1,0:1,13.35,6.27,1.19,2.0,True,Kyrgyzstan,Japan,0.0,1.0,0.0,1.0,0.0,2.0
r3x4o5AD,2019-11-14,11:00,1:2,0:0,1:2,7.11,4.21,1.45,2.0,True,Maldives,Philippines,0.0,0.0,1.0,2.0,1.0,2.0
d0XvHWZo,2019-11-14,11:00,3:1,1:0,2:1,2.81,3.09,2.57,0.0,True,Turkmenistan,North Korea,1.0,0.0,2.0,1.0,3.0,1.0
WGI0cQLb,2019-11-14,10:30,4:3,2:1,2:2,7.03,4.18,1.44,0.0,True,Myanmar,Tajikistan,2.0,1.0,2.0,2.0,4.0,3.0
v3VA0yGH,2019-10-16,16:30,1:0,,,8.42,3.83,1.45,0.0,False,Bahrain,Iran,,,,,,
thXIHl86,2019-10-16,16:30,2:1,,,1.5,3.88,6.72,0.0,False,Qatar,Oman,,,,,,
Q9hhsTmi,2019-10-16,16:00,3:0,,,1.02,15.61,44.43,0.0,False,Jordan,Nepal,,,,,,
SlTEIUh0,2019-10-15,14:00,1:1,,,1.21,5.82,13.43,1.0,False,India,Bangladesh,,,,,,
6XLT9FSI,2019-10-15,14:00,0:3,,,17.52,7.83,1.12,2.0,False,Sri Lanka,Lebanon,,,,,,
AkvdmRu1,2019-10-15,14:00,4:0,,,1.01,16.31,38.01,0.0,False,Syria,Guam,,,,,,
SMWP90AS,2019-10-15,13:00,0:0,,,3.94,3.38,1.9,1.0,False,Palestine,Saudi Arabia,,,,,,
nTGl0Syt,2019-10-15,12:15,0:3,,,23.35,8.62,1.09,2.0,False,Tajikistan,Japan,,,,,,
dnzhl7Qf,2019-10-15,12:00,0:0,,,14.48,7.26,1.15,1.0,False,Philippines,China,,,,,,
rXqFCdR2,2019-10-15,12:00,2:1,,,3.22,3.2,2.25,0.0,False,Thailand,United Arab Emirates,,,,,,
UVIi5KIq,2019-10-15,11:45,1:3,,,11.6,5.17,1.25,2.0,False,Singapore,Uzbekistan,,,,,,
xfaAIqBj,2019-10-15,11:40,1:7,,,52.63,16.9,1.01,2.0,False,Chinese Taipei,Australia,,,,,,
IgUEaeVN,2019-10-15,11:30,0:4,,,25.86,13.39,1.04,2.0,False,Cambodia,Iraq,,,,,,
MNrJBGt9,2019-10-15,11:30,1:3,,,5.45,3.79,1.61,2.0,False,Indonesia,Vietnam,,,,,,
hUHPAeDC,2019-10-15,08:30,0:0,0:0,0:0,6.8,3.75,1.52,1.0,True,North Korea,South Korea ,0.0,0.0,0.0,0.0,0.0,0.0
b3Khanin,2019-10-15,08:00,1:2,0:2,1:0,14.27,7.27,1.15,2.0,True,Mongolia,Kyrgyzstan,0.0,2.0,1.0,0.0,1.0,2.0
